value_salary,year,region
32922.3,2020,Алтайский край
66376.9,2020,Красноярский край
55363.0,2020,Иркутская область
43184.0,2020,Кемеровская область - Кузбасс
65760.4,2020,Новосибирская область
42201.7,2020,Омская область
60298.3,2020,Томская область
60237.8,2020,Дальневосточный федеральный округ
42881.2,2020,Республика Бурятия
72541.2,2020,Республика Саха (Якутия)
48998.4,2020,Забайкальский край
67798.6,2020,Камчатский край
52494.6,2020,Приморский край
65521.5,2020,Хабаровский край
48865.3,2020,Амурская область
84041.3,2020,Магаданская область
75019.8,2020,Сахалинская область
46074.9,2020,Еврейская автономная область
122953.2,2020,Чукотский автономный округ
98060.0,2020,Российская Федерация
143938.5,2020,Центральный федеральный округ
49192.2,2020,Белгородская область
53438.9,2020,Брянская область
49931.0,2020,Владимирская область
54146.9,2020,Воронежская область
47621.2,2020,Ивановская область
54872.1,2020,Калужская область
72840.7,2020,Костромская область
48060.4,2020,Курская область
48766.2,2020,Липецкая область
88146.5,2020,Московская область
46506.8,2020,Орловская область
59522.0,2020,Рязанская область
51660.6,2020,Смоленская область
49645.3,2020,Тамбовская область
56020.7,2020,Тверская область
57221.2,2020,Тульская область
52649.9,2020,Ярославская область
172860.2,2020,Город Москва
76504.8,2020,Северо-Западный федеральный округ
67584.1,2020,Республика Карелия
75084.7,2020,Республика Коми
99083.3,2020,Ненецкий автономный округ
58880.2,2020,Архангельская область
56967.7,2020,Вологодская область
57928.6,2020,Калининградская область
62689.5,2020,Ленинградская область
85949.2,2020,Мурманская область
42944.6,2020,Новгородская область
50715.6,2020,Псковская область
85879.7,2020,Санкт-Петербург
55085.7,2020,Южный федеральный округ
48395.5,2020,Республика Адыгея
57250.6,2020,Республика Калмыкия
60749.4,2020,Республика Крым
57291.2,2020,Краснодарский край
49390.7,2020,Астраханская область
46042.5,2020,Волгоградская область
56693.8,2020,Ростовская область
61018.0,2020,Севастополь
49363.9,2020,Северо-Кавказский федеральный округ
45603.8,2020,Республика Дагестан
49682.6,2020,Республика Ингушетия
54708.0,2020,Кабардино-Балкарская Республика
46452.3,2020,Карачаево-Черкесская Республика
38449.0,2020,Республика Северная Осетия — Алания
57430.3,2020,Чеченская Республика
50967.0,2020,Ставропольский край
51155.3,2020,Приволжский федеральный округ
50549.8,2020,Республика Башкортостан
48582.6,2020,Республика Марий Эл
39776.9,2020,Республика Мордовия
51994.4,2020,Республика Татарстан
50385.5,2020,Удмуртская Республика
46164.3,2020,Чувашская Республика
55345.1,2020,Пермский край
46172.3,2020,Кировская область
57901.4,2020,Нижегородская область
48118.2,2020,Оренбургская область
43535.2,2020,Пензенская область
54947.0,2020,Самарская область
44666.6,2020,Саратовская область
43657.6,2020,Ульяновская область
66354.2,2020,Уральский федеральный округ
47382.3,2020,Курганская область
65792.5,2020,Свердловская область
92878.4,2020,Ханты-Мансийский автономный округ - Югра
119766.6,2020,Ямало-Ненецкий автономный округ
66546.2,2020,Тюменская область
49181.1,2020,Челябинская область
59666.2,2020,Сибирский федеральный округ
63749.5,2020,Республика Алтай
77832.0,2020,Республика Тыва
57473.8,2020,Республика Хакасия
49078.7,2020,Алтайский край
60361.5,2020,Красноярский край
64039.3,2020,Иркутская область
51346.7,2020,Кемеровская область - Кузбасс
67133.9,2020,Новосибирская область
52950.2,2020,Омская область
61621.9,2020,Томская область
73808.4,2020,Дальневосточный федеральный округ
62906.0,2020,Республика Бурятия
75686.4,2020,Республика Саха (Якутия)
61468.0,2020,Забайкальский край
109875.1,2020,Камчатский край
73232.8,2020,Приморский край
72279.1,2020,Хабаровский край
52018.1,2020,Амурская область
106007.3,2020,Магаданская область
108778.1,2020,Сахалинская область
64929.7,2020,Еврейская автономная область
165603.3,2020,Чукотский автономный округ
37690.1,2020,Российская Федерация
46402.4,2020,Центральный федеральный округ
28725.3,2020,Белгородская область
21135.2,2020,Брянская область
22278.7,2020,Владимирская область
25428.1,2020,Воронежская область
21951.8,2020,Ивановская область
31276.1,2020,Калужская область
20033.6,2020,Костромская область
24596.0,2020,Курская область
28490.8,2020,Липецкая область
46243.1,2020,Московская область
22727.8,2020,Орловская область
26583.1,2020,Рязанская область
20758.6,2020,Смоленская область
18995.9,2020,Тамбовская область
27603.8,2020,Тверская область
31498.5,2020,Тульская область
27266.1,2020,Ярославская область
57319.8,2020,Город Москва
44680.1,2020,Северо-Западный федеральный округ
31643.7,2020,Республика Карелия
36440.7,2020,Республика Коми
55055.9,2020,Ненецкий автономный округ
31792.4,2020,Архангельская область
26449.4,2020,Вологодская область
28056.7,2020,Калининградская область
35912.2,2020,Ленинградская область
43751.5,2020,Мурманская область
19711.4,2020,Новгородская область
31111.1,2020,Псковская область
55200.8,2020,Санкт-Петербург
25154.2,2020,Южный федеральный округ
22563.8,2020,Республика Адыгея
20633.0,2020,Республика Калмыкия
25922.1,2020,Республика Крым
27056.5,2020,Краснодарский край
19446.4,2020,Астраханская область
24216.7,2020,Волгоградская область
23762.1,2020,Ростовская область
27920.3,2020,Севастополь
20077.9,2020,Северо-Кавказский федеральный округ
20999.0,2020,Республика Дагестан
10825.0,2020,Республика Ингушетия
20268.4,2020,Кабардино-Балкарская Республика
14847.4,2020,Карачаево-Черкесская Республика
15519.7,2020,Республика Северная Осетия — Алания
24279.9,2020,Чеченская Республика
20421.1,2020,Ставропольский край
27079.2,2020,Приволжский федеральный округ
27114.5,2020,Республика Башкортостан
26062.7,2020,Республика Марий Эл
22281.6,2020,Республика Мордовия
25767.2,2020,Республика Татарстан
31823.9,2020,Удмуртская Республика
24697.3,2020,Чувашская Республика
28391.8,2020,Пермский край
27724.2,2020,Кировская область
27273.6,2020,Нижегородская область
28805.2,2020,Оренбургская область
27576.2,2020,Пензенская область
30256.5,2020,Самарская область
22828.3,2020,Саратовская область
23869.0,2020,Ульяновская область
36908.3,2020,Уральский федеральный округ
23552.1,2020,Курганская область
32418.9,2020,Свердловская область
49503.0,2020,Ханты-Мансийский автономный округ - Югра
92408.2,2020,Ямало-Ненецкий автономный округ
33219.4,2020,Тюменская область
28472.4,2020,Челябинская область
29811.9,2020,Сибирский федеральный округ
31058.3,2020,Республика Алтай
28983.5,2020,Республика Тыва
31335.3,2020,Республика Хакасия
19089.8,2020,Алтайский край
34336.0,2020,Красноярский край
29275.7,2020,Иркутская область
26665.3,2020,Кемеровская область - Кузбасс
33095.1,2020,Новосибирская область
27789.3,2020,Омская область
33986.0,2020,Томская область
34311.5,2020,Дальневосточный федеральный округ
32536.7,2020,Республика Бурятия
28634.4,2020,Республика Саха (Якутия)
30132.0,2020,Забайкальский край
58031.7,2020,Камчатский край
26991.4,2020,Приморский край
28397.9,2020,Хабаровский край
30290.8,2020,Амурская область
52710.6,2020,Магаданская область
70123.6,2020,Сахалинская область
31446.7,2020,Еврейская автономная область
81068.4,2020,Чукотский автономный округ
77155.5,2020,Российская Федерация
97819.7,2020,Центральный федеральный округ
46616.2,2020,Белгородская область
30635.9,2020,Брянская область
45858.1,2020,Владимирская область
61333.1,2020,Воронежская область
31775.5,2020,Ивановская область
51982.7,2020,Калужская область
29929.8,2020,Костромская область
46608.9,2020,Курская область
37754.6,2020,Липецкая область
73030.1,2020,Московская область
33876.1,2020,Орловская область
41732.3,2020,Рязанская область
34851.6,2020,Смоленская область
32512.0,2020,Тамбовская область
48104.9,2020,Тверская область
51751.7,2020,Тульская область
41455.8,2020,Ярославская область
120493.1,2020,Город Москва
80417.3,2020,Северо-Западный федеральный округ
53739.6,2020,Республика Карелия
63215.5,2020,Республика Коми
62013.4,2020,Ненецкий автономный округ
54692.5,2020,Архангельская область
53832.5,2020,Вологодская область
50632.2,2020,Калининградская область
66583.0,2020,Ленинградская область
77395.8,2020,Мурманская область
36424.8,2020,Новгородская область
34010.6,2020,Псковская область
91351.5,2020,Санкт-Петербург
42863.0,2020,Южный федеральный округ
36982.7,2020,Республика Адыгея
30184.5,2020,Республика Калмыкия
36648.9,2020,Республика Крым
41795.5,2020,Краснодарский край
42155.6,2020,Астраханская область
43687.1,2020,Волгоградская область
46756.2,2020,Ростовская область
38806.5,2020,Севастополь
33168.3,2020,Северо-Кавказский федеральный округ
28315.8,2020,Республика Дагестан
19613.5,2020,Республика Ингушетия
25861.4,2020,Кабардино-Балкарская Республика
25277.3,2020,Карачаево-Черкесская Республика
23655.8,2020,Республика Северная Осетия — Алания
26740.4,2020,Чеченская Республика
40855.9,2020,Ставропольский край
52320.1,2020,Приволжский федеральный округ
54961.1,2020,Республика Башкортостан
32375.0,2020,Республика Марий Эл
31393.8,2020,Республика Мордовия
48169.5,2020,Республика Татарстан
44212.9,2020,Удмуртская Республика
34344.7,2020,Чувашская Республика
51320.1,2020,Пермский край
37112.1,2020,Кировская область
67224.9,2020,Нижегородская область
38316.4,2020,Оренбургская область
43396.1,2020,Пензенская область
58997.8,2020,Самарская область
47125.0,2020,Саратовская область
45543.8,2020,Ульяновская область
72084.2,2020,Уральский федеральный округ
30504.8,2020,Курганская область
55605.7,2020,Свердловская область
75417.8,2020,Ханты-Мансийский автономный округ - Югра
99288.5,2020,Ямало-Ненецкий автономный округ
100515.3,2020,Тюменская область
71374.4,2020,Челябинская область
56946.8,2020,Сибирский федеральный округ
28477.5,2020,Республика Алтай
37677.7,2020,Республика Тыва
39454.4,2020,Республика Хакасия
34059.4,2020,Алтайский край
65606.1,2020,Красноярский край
54624.3,2020,Иркутская область
55287.2,2020,Кемеровская область - Кузбасс
54543.9,2020,Новосибирская область
49252.5,2020,Омская область
84436.1,2020,Томская область
73230.6,2020,Дальневосточный федеральный округ
43030.2,2020,Республика Бурятия
81708.2,2020,Республика Саха (Якутия)
49264.0,2020,Забайкальский край
75628.7,2020,Камчатский край
57529.1,2020,Приморский край
57751.2,2020,Хабаровский край
76553.2,2020,Амурская область
142322.0,2020,Магаданская область
151821.2,2020,Сахалинская область
36000.4,2020,Еврейская автономная область
102786.7,2020,Чукотский автономный округ
37244.5,2020,Российская Федерация
46837.3,2020,Центральный федеральный округ
21599.9,2020,Белгородская область
19741.4,2020,Брянская область
17880.1,2020,Владимирская область
23777.0,2020,Воронежская область
19785.1,2020,Ивановская область
25129.2,2020,Калужская область
23323.4,2020,Костромская область
22000.4,2020,Курская область
24617.5,2020,Липецкая область
34709.8,2020,Московская область
22435.5,2020,Орловская область
26279.1,2020,Рязанская область
21097.5,2020,Смоленская область
19091.8,2020,Тамбовская область
27718.4,2020,Тверская область
25743.3,2020,Тульская область
25882.1,2020,Ярославская область
63443.3,2020,Город Москва
36053.3,2020,Северо-Западный федеральный округ
26411.3,2020,Республика Карелия
41083.7,2020,Республика Коми
50633.8,2020,Ненецкий автономный округ
33341.7,2020,Архангельская область
25766.2,2020,Вологодская область
24337.9,2020,Калининградская область
31418.0,2020,Ленинградская область
40835.1,2020,Мурманская область
23017.6,2020,Новгородская область
25445.3,2020,Псковская область
39631.5,2020,Санкт-Петербург
25642.4,2020,Южный федеральный округ
21153.2,2020,Республика Адыгея
27753.7,2020,Республика Калмыкия
23252.0,2020,Республика Крым
27094.3,2020,Краснодарский край
32802.4,2020,Астраханская область
22567.5,2020,Волгоградская область
25110.4,2020,Ростовская область
24704.9,2020,Севастополь
21066.9,2020,Северо-Кавказский федеральный округ
23246.9,2020,Республика Дагестан
16249.5,2020,Республика Ингушетия
15043.1,2020,Кабардино-Балкарская Республика
16459.4,2020,Карачаево-Черкесская Республика
19418.4,2020,Республика Северная Осетия — Алания
18335.4,2020,Чеченская Республика
22786.5,2020,Ставропольский край
25236.1,2020,Приволжский федеральный округ
29224.9,2020,Республика Башкортостан
22064.8,2020,Республика Марий Эл
17036.4,2020,Республика Мордовия
25077.6,2020,Республика Татарстан
33310.8,2020,Удмуртская Республика
19167.7,2020,Чувашская Республика
26396.3,2020,Пермский край
21085.9,2020,Кировская область
22656.6,2020,Нижегородская область
26486.4,2020,Оренбургская область
20419.9,2020,Пензенская область
26140.0,2020,Самарская область
23795.8,2020,Саратовская область
20003.4,2020,Ульяновская область
45067.8,2020,Уральский федеральный округ
20063.5,2020,Курганская область
27701.9,2020,Свердловская область
54185.3,2020,Ханты-Мансийский автономный округ - Югра
137756.9,2020,Ямало-Ненецкий автономный округ
30162.2,2020,Тюменская область
29824.0,2020,Челябинская область
30510.2,2020,Сибирский федеральный округ
20301.0,2020,Республика Алтай
24506.5,2020,Республика Тыва
30230.2,2020,Республика Хакасия
20427.5,2020,Алтайский край
41027.8,2020,Красноярский край
37303.2,2020,Иркутская область
25394.7,2020,Кемеровская область - Кузбасс
26996.7,2020,Новосибирская область
22952.2,2020,Омская область
30652.5,2020,Томская область
39888.9,2020,Дальневосточный федеральный округ
31673.3,2020,Республика Бурятия
47275.4,2020,Республика Саха (Якутия)
26817.7,2020,Забайкальский край
62088.7,2020,Камчатский край
29364.2,2020,Приморский край
27124.2,2020,Хабаровский край
37111.8,2020,Амурская область
68639.2,2020,Магаданская область
99687.3,2020,Сахалинская область
41206.1,2020,Еврейская автономная область
67544.2,2020,Чукотский автономный округ
57527.5,2020,Российская Федерация
65304.1,2020,Центральный федеральный округ
47353.5,2020,Белгородская область
41028.7,2020,Брянская область
41976.2,2020,Владимирская область
44622.7,2020,Воронежская область
42232.1,2020,Ивановская область
44788.7,2020,Калужская область
45421.5,2020,Костромская область
40236.2,2020,Курская область
41698.5,2020,Липецкая область
60349.9,2020,Московская область
44973.2,2020,Орловская область
43892.7,2020,Рязанская область
40243.0,2020,Смоленская область
42772.4,2020,Тамбовская область
45981.1,2020,Тверская область
48687.8,2020,Тульская область
42835.3,2020,Ярославская область
106858.7,2020,Город Москва
61427.9,2020,Северо-Западный федеральный округ
69766.4,2020,Республика Карелия
69207.4,2020,Республика Коми
114991.9,2020,Ненецкий автономный округ
63450.4,2020,Архангельская область
51744.7,2020,Вологодская область
44104.7,2020,Калининградская область
54774.2,2020,Ленинградская область
73991.1,2020,Мурманская область
42527.6,2020,Новгородская область
48374.6,2020,Псковская область
68484.0,2020,Санкт-Петербург
44631.9,2020,Южный федеральный округ
46801.4,2020,Республика Адыгея
47712.9,2020,Республика Калмыкия
48218.3,2020,Республика Крым
46919.2,2020,Краснодарский край
37924.4,2020,Астраханская область
40315.1,2020,Волгоградская область
45857.6,2020,Ростовская область
39333.5,2020,Севастополь
50603.8,2020,Северо-Кавказский федеральный округ
51048.3,2020,Республика Дагестан
48202.8,2020,Республика Ингушетия
51412.5,2020,Кабардино-Балкарская Республика
49573.2,2020,Карачаево-Черкесская Республика
53849.7,2020,Республика Северная Осетия — Алания
52874.4,2020,Чеченская Республика
48040.9,2020,Ставропольский край
48084.9,2020,Приволжский федеральный округ
53420.1,2020,Республика Башкортостан
41771.5,2020,Республика Марий Эл
45241.0,2020,Республика Мордовия
53943.7,2020,Республика Татарстан
49119.6,2020,Удмуртская Республика
41055.0,2020,Чувашская Республика
54575.3,2020,Пермский край
41190.1,2020,Кировская область
49095.9,2020,Нижегородская область
49029.1,2020,Оренбургская область
41980.7,2020,Пензенская область
47617.6,2020,Самарская область
41713.2,2020,Саратовская область
42135.6,2020,Ульяновская область
60566.7,2020,Уральский федеральный округ
43233.4,2020,Курганская область
52083.9,2020,Свердловская область
86556.2,2020,Ханты-Мансийский автономный округ - Югра
115233.1,2020,Ямало-Ненецкий автономный округ
57801.4,2020,Тюменская область
47239.5,2020,Челябинская область
58164.8,2020,Сибирский федеральный округ
54700.2,2020,Республика Алтай
63030.1,2020,Республика Тыва
67812.8,2020,Республика Хакасия
45131.9,2020,Алтайский край
64345.9,2020,Красноярский край
66716.5,2020,Иркутская область
60037.7,2020,Кемеровская область - Кузбасс
55868.1,2020,Новосибирская область
47812.0,2020,Омская область
56754.2,2020,Томская область
67144.8,2020,Дальневосточный федеральный округ
50124.4,2020,Республика Бурятия
80812.1,2020,Республика Саха (Якутия)
52528.1,2020,Забайкальский край
87539.7,2020,Камчатский край
56091.7,2020,Приморский край
65754.7,2020,Хабаровский край
59718.8,2020,Амурская область
115690.7,2020,Магаданская область
93920.1,2020,Сахалинская область
58404.9,2020,Еврейская автономная область
129603.3,2020,Чукотский автономный округ
48245.3,2020,Российская Федерация
63366.5,2020,Центральный федеральный округ
33703.3,2020,Белгородская область
32663.9,2020,Брянская область
31858.5,2020,Владимирская область
36967.7,2020,Воронежская область
27693.1,2020,Ивановская область
35619.4,2020,Калужская область
28063.2,2020,Костромская область
33390.2,2020,Курская область
30918.2,2020,Липецкая область
64735.9,2020,Московская область
34315.4,2020,Орловская область
34066.5,2020,Рязанская область
34387.3,2020,Смоленская область
30145.7,2020,Тамбовская область
34839.0,2020,Тверская область
39297.5,2020,Тульская область
35683.5,2020,Ярославская область
122719.3,2020,Город Москва
60810.6,2020,Северо-Западный федеральный округ
55984.7,2020,Республика Карелия
49464.5,2020,Республика Коми
108875.3,2020,Ненецкий автономный округ
55509.9,2020,Архангельская область
48146.9,2020,Вологодская область
35689.1,2020,Калининградская область
42472.2,2020,Ленинградская область
63503.3,2020,Мурманская область
30765.0,2020,Новгородская область
33442.4,2020,Псковская область
78171.0,2020,Санкт-Петербург
36855.4,2020,Южный федеральный округ
35522.5,2020,Республика Адыгея
28525.0,2020,Республика Калмыкия
50117.0,2020,Республика Крым
35730.6,2020,Краснодарский край
31903.6,2020,Астраханская область
33429.6,2020,Волгоградская область
34890.3,2020,Ростовская область
45151.9,2020,Севастополь
29022.5,2020,Северо-Кавказский федеральный округ
29609.5,2020,Республика Дагестан
31581.2,2020,Республика Ингушетия
34603.5,2020,Кабардино-Балкарская Республика
31525.3,2020,Карачаево-Черкесская Республика
22307.2,2020,Республика Северная Осетия — Алания
24440.3,2020,Чеченская Республика
31818.7,2020,Ставропольский край
34794.3,2020,Приволжский федеральный округ
33393.7,2020,Республика Башкортостан
35221.1,2020,Республика Марий Эл
28933.6,2020,Республика Мордовия
36376.8,2020,Республика Татарстан
31453.9,2020,Удмуртская Республика
28294.7,2020,Чувашская Республика
45549.2,2020,Пермский край
34119.8,2020,Кировская область
39534.0,2020,Нижегородская область
30544.7,2020,Оренбургская область
32126.3,2020,Пензенская область
36482.9,2020,Самарская область
30792.9,2020,Саратовская область
30300.5,2020,Ульяновская область
49202.6,2020,Уральский федеральный округ
29357.3,2020,Курганская область
43422.8,2020,Свердловская область
80482.5,2020,Ханты-Мансийский автономный округ - Югра
79593.1,2020,Ямало-Ненецкий автономный округ
50663.5,2020,Тюменская область
36587.8,2020,Челябинская область
44850.5,2020,Сибирский федеральный округ
37484.4,2020,Республика Алтай
51459.0,2020,Республика Тыва
40700.5,2020,Республика Хакасия
27741.7,2020,Алтайский край
51222.5,2020,Красноярский край
51287.4,2020,Иркутская область
43697.6,2020,Кемеровская область - Кузбасс
47318.2,2020,Новосибирская область
34513.7,2020,Омская область
55061.2,2020,Томская область
59351.7,2020,Дальневосточный федеральный округ
49600.2,2020,Республика Бурятия
76907.3,2020,Республика Саха (Якутия)
40131.9,2020,Забайкальский край
70384.3,2020,Камчатский край
51680.8,2020,Приморский край
59625.9,2020,Хабаровский край
46986.6,2020,Амурская область
84554.4,2020,Магаданская область
85155.2,2020,Сахалинская область
44075.3,2020,Еврейская автономная область
99971.9,2020,Чукотский автономный округ
53739.9,2020,Российская Федерация
67210.3,2020,Центральный федеральный округ
41230.8,2020,Белгородская область
30237.8,2020,Брянская область
38558.6,2020,Владимирская область
38752.9,2020,Воронежская область
33590.3,2020,Ивановская область
48674.6,2020,Калужская область
30348.2,2020,Костромская область
41189.1,2020,Курская область
35495.8,2020,Липецкая область
65094.0,2020,Московская область
34030.6,2020,Орловская область
36856.2,2020,Рязанская область
36253.1,2020,Смоленская область
31438.4,2020,Тамбовская область
40544.0,2020,Тверская область
47118.9,2020,Тульская область
38791.7,2020,Ярославская область
114070.0,2020,Город Москва
65940.8,2020,Северо-Западный федеральный округ
56310.4,2020,Республика Карелия
62751.5,2020,Республика Коми
107388.2,2020,Ненецкий автономный округ
63091.1,2020,Архангельская область
45032.9,2020,Вологодская область
42251.0,2020,Калининградская область
56064.7,2020,Ленинградская область
72114.0,2020,Мурманская область
39929.8,2020,Новгородская область
42839.6,2020,Псковская область
80658.1,2020,Санкт-Петербург
37620.2,2020,Южный федеральный округ
34512.4,2020,Республика Адыгея
42172.2,2020,Республика Калмыкия
33338.6,2020,Республика Крым
37081.6,2020,Краснодарский край
40267.2,2020,Астраханская область
41128.4,2020,Волгоградская область
35847.2,2020,Ростовская область
58109.1,2020,Севастополь
39275.3,2020,Северо-Кавказский федеральный округ
46102.7,2020,Республика Дагестан
43650.0,2020,Республика Ингушетия
41684.7,2020,Кабардино-Балкарская Республика
37641.7,2020,Карачаево-Черкесская Республика
40392.6,2020,Республика Северная Осетия — Алания
37750.1,2020,Чеченская Республика
33576.5,2020,Ставропольский край
40523.4,2020,Приволжский федеральный округ
42905.6,2020,Республика Башкортостан
32586.4,2020,Республика Марий Эл
38684.6,2020,Республика Мордовия
42717.1,2020,Республика Татарстан
39062.8,2020,Удмуртская Республика
38424.4,2020,Чувашская Республика
46170.0,2020,Пермский край
38862.5,2020,Кировская область
37976.1,2020,Нижегородская область
39489.8,2020,Оренбургская область
43029.6,2020,Пензенская область
39446.9,2020,Самарская область
38621.2,2020,Саратовская область
40629.8,2020,Ульяновская область
60347.1,2020,Уральский федеральный округ
38885.6,2020,Курганская область
49899.4,2020,Свердловская область
88802.1,2020,Ханты-Мансийский автономный округ - Югра
161660.4,2020,Ямало-Ненецкий автономный округ
54927.7,2020,Тюменская область
45908.1,2020,Челябинская область
47026.8,2020,Сибирский федеральный округ
49761.7,2020,Республика Алтай
52274.7,2020,Республика Тыва
46949.4,2020,Республика Хакасия
36088.3,2020,Алтайский край
54702.5,2020,Красноярский край
58075.4,2020,Иркутская область
41556.1,2020,Кемеровская область - Кузбасс
45857.1,2020,Новосибирская область
40241.7,2020,Омская область
47600.2,2020,Томская область
66436.5,2020,Дальневосточный федеральный округ
47900.4,2020,Республика Бурятия
94160.9,2020,Республика Саха (Якутия)
49976.6,2020,Забайкальский край
105169.7,2020,Камчатский край
54476.4,2020,Приморский край
58201.6,2020,Хабаровский край
55371.5,2020,Амурская область
103774.4,2020,Магаданская область
99069.0,2020,Сахалинская область
50535.2,2020,Еврейская автономная область
147035.6,2020,Чукотский автономный округ
45822.6,2020,Российская Федерация
57686.3,2020,Центральный федеральный округ
33586.5,2020,Белгородская область
26890.6,2020,Брянская область
29609.8,2020,Владимирская область
26597.7,2020,Воронежская область
22787.3,2020,Ивановская область
35338.6,2020,Калужская область
27758.3,2020,Костромская область
26714.3,2020,Курская область
31148.4,2020,Липецкая область
50187.0,2020,Московская область
26551.2,2020,Орловская область
35613.2,2020,Рязанская область
30303.5,2020,Смоленская область
36186.3,2020,Тамбовская область
28522.7,2020,Тверская область
45373.4,2020,Тульская область
33277.5,2020,Ярославская область
87797.0,2020,Город Москва
55588.1,2020,Северо-Западный федеральный округ
43250.1,2020,Республика Карелия
48883.7,2020,Республика Коми
111053.3,2020,Ненецкий автономный округ
49376.0,2020,Архангельская область
32629.2,2020,Вологодская область
32673.6,2020,Калининградская область
42688.9,2020,Ленинградская область
63593.5,2020,Мурманская область
25418.9,2020,Новгородская область
32070.8,2020,Псковская область
68229.4,2020,Санкт-Петербург
36046.4,2020,Южный федеральный округ
27107.8,2020,Республика Адыгея
33096.4,2020,Республика Калмыкия
31195.3,2020,Республика Крым
41800.7,2020,Краснодарский край
33857.0,2020,Астраханская область
25964.9,2020,Волгоградская область
35627.5,2020,Ростовская область
31244.4,2020,Севастополь
25703.6,2020,Северо-Кавказский федеральный округ
25974.8,2020,Республика Дагестан
23975.2,2020,Республика Ингушетия
26154.6,2020,Кабардино-Балкарская Республика
24153.9,2020,Карачаево-Черкесская Республика
25675.6,2020,Республика Северная Осетия — Алания
26049.9,2020,Чеченская Республика
25804.6,2020,Ставропольский край
30598.2,2020,Приволжский федеральный округ
30738.1,2020,Республика Башкортостан
28484.7,2020,Республика Марий Эл
23940.7,2020,Республика Мордовия
35537.1,2020,Республика Татарстан
29545.4,2020,Удмуртская Республика
29817.1,2020,Чувашская Республика
31482.6,2020,Пермский край
26340.6,2020,Кировская область
30002.8,2020,Нижегородская область
31449.9,2020,Оренбургская область
24656.0,2020,Пензенская область
33749.6,2020,Самарская область
27190.2,2020,Саратовская область
28535.0,2020,Ульяновская область
48588.8,2020,Уральский федеральный округ
31424.3,2020,Курганская область
36948.0,2020,Свердловская область
78114.0,2020,Ханты-Мансийский автономный округ - Югра
101692.6,2020,Ямало-Ненецкий автономный округ
42460.3,2020,Тюменская область
32448.7,2020,Челябинская область
39154.5,2020,Сибирский федеральный округ
29356.1,2020,Республика Алтай
38224.4,2020,Республика Тыва
29926.3,2020,Республика Хакасия
22674.7,2020,Алтайский край
52911.6,2020,Красноярский край
42194.6,2020,Иркутская область
35192.2,2020,Кемеровская область - Кузбасс
38994.5,2020,Новосибирская область
28546.6,2020,Омская область
43238.7,2020,Томская область
58167.8,2020,Дальневосточный федеральный округ
40507.1,2020,Республика Бурятия
84291.0,2020,Республика Саха (Якутия)
34142.7,2020,Забайкальский край
68979.1,2020,Камчатский край
44902.2,2020,Приморский край
46069.4,2020,Хабаровский край
39268.7,2020,Амурская область
89205.6,2020,Магаданская область
83405.3,2020,Сахалинская область
42979.7,2020,Еврейская автономная область
98809.1,2020,Чукотский автономный округ
43123.7,2020,Российская Федерация
60404.4,2020,Центральный федеральный округ
26977.0,2020,Белгородская область
28014.9,2020,Брянская область
31648.5,2020,Владимирская область
26535.8,2020,Воронежская область
19824.4,2020,Ивановская область
29254.0,2020,Калужская область
23425.0,2020,Костромская область
26507.3,2020,Курская область
24916.3,2020,Липецкая область
28716.0,2020,Московская область
21045.6,2020,Орловская область
24558.4,2020,Рязанская область
32071.2,2020,Смоленская область
20457.8,2020,Тамбовская область
22611.1,2020,Тверская область
28322.0,2020,Тульская область
27972.9,2020,Ярославская область
84055.7,2020,Город Москва
35950.8,2020,Северо-Западный федеральный округ
31019.8,2020,Республика Карелия
35275.1,2020,Республика Коми
58603.6,2020,Ненецкий автономный округ
31858.0,2020,Архангельская область
29369.1,2020,Вологодская область
24799.5,2020,Калининградская область
37455.8,2020,Ленинградская область
47312.0,2020,Мурманская область
21511.6,2020,Новгородская область
22903.1,2020,Псковская область
40266.2,2020,Санкт-Петербург
28072.1,2020,Южный федеральный округ
21290.9,2020,Республика Адыгея
23713.3,2020,Республика Калмыкия
41196.6,2020,Республика Крым
27467.1,2020,Краснодарский край
26590.8,2020,Астраханская область
19103.7,2020,Волгоградская область
29626.2,2020,Ростовская область
39591.2,2020,Севастополь
22006.5,2020,Северо-Кавказский федеральный округ
26502.2,2020,Республика Дагестан
18148.2,2020,Республика Ингушетия
16407.8,2020,Кабардино-Балкарская Республика
19450.8,2020,Карачаево-Черкесская Республика
19023.6,2020,Республика Северная Осетия — Алания
21647.3,2020,Чеченская Республика
22082.8,2020,Ставропольский край
26504.1,2020,Приволжский федеральный округ
26386.2,2020,Республика Башкортостан
26415.5,2020,Республика Марий Эл
26788.8,2020,Республика Мордовия
30984.3,2020,Республика Татарстан
28585.7,2020,Удмуртская Республика
20896.6,2020,Чувашская Республика
27622.2,2020,Пермский край
23465.5,2020,Кировская область
28421.9,2020,Нижегородская область
27556.1,2020,Оренбургская область
20513.5,2020,Пензенская область
27033.8,2020,Самарская область
20616.4,2020,Саратовская область
20958.3,2020,Ульяновская область
41263.0,2020,Уральский федеральный округ
23385.4,2020,Курганская область
32903.8,2020,Свердловская область
69481.1,2020,Ханты-Мансийский автономный округ - Югра
95454.0,2020,Ямало-Ненецкий автономный округ
26993.8,2020,Тюменская область
28671.0,2020,Челябинская область
28595.8,2020,Сибирский федеральный округ
22820.9,2020,Республика Алтай
34708.1,2020,Республика Тыва
31006.6,2020,Республика Хакасия
