value_salary,year,region
42075.2,2021,Пензенская область
66997.6,2021,Самарская область
48834.8,2021,Саратовская область
44090.8,2021,Ульяновская область
111089.2,2021,Уральский федеральный округ
44172.4,2021,Курганская область
55771.5,2021,Свердловская область
104124.2,2021,Ханты-Мансийский автономный округ - Югра
158216.0,2021,Ямало-Ненецкий автономный округ
137122.4,2021,Тюменская область
54195.1,2021,Челябинская область
85712.6,2021,Сибирский федеральный округ
43990.2,2021,Республика Алтай
93967.7,2021,Республика Тыва
60231.6,2021,Республика Хакасия
52336.5,2021,Алтайский край
120042.7,2021,Красноярский край
102775.1,2021,Иркутская область
67337.9,2021,Кемеровская область - Кузбасс
52903.4,2021,Новосибирская область
60901.4,2021,Омская область
92403.0,2021,Томская область
113440.7,2021,Дальневосточный федеральный округ
76404.8,2021,Республика Бурятия
123378.0,2021,Республика Саха (Якутия)
78878.2,2021,Забайкальский край
110825.2,2021,Камчатский край
62948.3,2021,Приморский край
103607.7,2021,Хабаровский край
68851.6,2021,Амурская область
134557.0,2021,Магаданская область
235224.0,2021,Сахалинская область
62658.3,2021,Еврейская автономная область
140402.3,2021,Чукотский автономный округ
52767.9,2021,Российская Федерация
57744.2,2021,Центральный федеральный округ
46408.6,2021,Белгородская область
39029.6,2021,Брянская область
43348.9,2021,Владимирская область
42395.0,2021,Воронежская область
28875.7,2021,Ивановская область
61182.6,2021,Калужская область
36603.8,2021,Костромская область
37619.8,2021,Курская область
52717.8,2021,Липецкая область
65744.2,2021,Московская область
36143.0,2021,Орловская область
47334.0,2021,Рязанская область
41137.2,2021,Смоленская область
34566.4,2021,Тамбовская область
42787.5,2021,Тверская область
53357.5,2021,Тульская область
46965.9,2021,Ярославская область
88660.0,2021,Город Москва
64892.4,2021,Северо-Западный федеральный округ
46453.3,2021,Республика Карелия
59388.0,2021,Республика Коми
77430.7,2021,Ненецкий автономный округ
72437.7,2021,Архангельская область
51597.1,2021,Вологодская область
41774.5,2021,Калининградская область
63191.4,2021,Ленинградская область
82611.2,2021,Мурманская область
46188.9,2021,Новгородская область
37292.4,2021,Псковская область
76346.5,2021,Санкт-Петербург
42241.5,2021,Южный федеральный округ
35770.0,2021,Республика Адыгея
24797.1,2021,Республика Калмыкия
39796.8,2021,Республика Крым
39050.5,2021,Краснодарский край
61645.6,2021,Астраханская область
44858.6,2021,Волгоградская область
42421.1,2021,Ростовская область
38260.7,2021,Севастополь
34072.6,2021,Северо-Кавказский федеральный округ
31117.5,2021,Республика Дагестан
17219.1,2021,Республика Ингушетия
19483.8,2021,Кабардино-Балкарская Республика
30583.6,2021,Карачаево-Черкесская Республика
24739.0,2021,Республика Северная Осетия — Алания
22908.7,2021,Чеченская Республика
39737.4,2021,Ставропольский край
45488.0,2021,Приволжский федеральный округ
46666.9,2021,Республика Башкортостан
39715.0,2021,Республика Марий Эл
40218.6,2021,Республика Мордовия
52187.6,2021,Республика Татарстан
42612.2,2021,Удмуртская Республика
37756.7,2021,Чувашская Республика
50034.6,2021,Пермский край
38829.0,2021,Кировская область
43677.3,2021,Нижегородская область
42736.7,2021,Оренбургская область
36459.5,2021,Пензенская область
52648.6,2021,Самарская область
38796.9,2021,Саратовская область
41471.3,2021,Ульяновская область
52807.1,2021,Уральский федеральный округ
40796.2,2021,Курганская область
52238.4,2021,Свердловская область
79501.3,2021,Ханты-Мансийский автономный округ - Югра
107657.2,2021,Ямало-Ненецкий автономный округ
58894.7,2021,Тюменская область
48640.7,2021,Челябинская область
51026.2,2021,Сибирский федеральный округ
25029.3,2021,Республика Алтай
27532.7,2021,Республика Тыва
57871.5,2021,Республика Хакасия
33835.6,2021,Алтайский край
71568.0,2021,Красноярский край
56139.2,2021,Иркутская область
48317.5,2021,Кемеровская область - Кузбасс
46192.7,2021,Новосибирская область
46748.5,2021,Омская область
47634.8,2021,Томская область
60768.8,2021,Дальневосточный федеральный округ
46309.2,2021,Республика Бурятия
63472.3,2021,Республика Саха (Якутия)
52043.1,2021,Забайкальский край
88509.0,2021,Камчатский край
56844.1,2021,Приморский край
63196.9,2021,Хабаровский край
51563.1,2021,Амурская область
100178.4,2021,Магаданская область
87152.0,2021,Сахалинская область
39378.6,2021,Еврейская автономная область
96776.3,2021,Чукотский автономный округ
58435.2,2021,Российская Федерация
67371.5,2021,Центральный федеральный округ
46648.0,2021,Белгородская область
35794.0,2021,Брянская область
46664.0,2021,Владимирская область
57315.3,2021,Воронежская область
43094.0,2021,Ивановская область
50924.2,2021,Калужская область
44858.6,2021,Костромская область
56797.8,2021,Курская область
40826.8,2021,Липецкая область
73514.9,2021,Московская область
38881.4,2021,Орловская область
44911.5,2021,Рязанская область
51884.2,2021,Смоленская область
44372.8,2021,Тамбовская область
52458.0,2021,Тверская область
48255.1,2021,Тульская область
48612.0,2021,Ярославская область
120222.9,2021,Город Москва
65252.3,2021,Северо-Западный федеральный округ
51201.1,2021,Республика Карелия
65852.7,2021,Республика Коми
66072.5,2021,Ненецкий автономный округ
58926.2,2021,Архангельская область
55184.9,2021,Вологодская область
45850.6,2021,Калининградская область
74156.1,2021,Ленинградская область
78664.1,2021,Мурманская область
42311.4,2021,Новгородская область
41007.1,2021,Псковская область
77072.3,2021,Санкт-Петербург
45794.0,2021,Южный федеральный округ
39477.6,2021,Республика Адыгея
38911.9,2021,Республика Калмыкия
49024.7,2021,Республика Крым
45661.3,2021,Краснодарский край
45061.8,2021,Астраханская область
41396.0,2021,Волгоградская область
47124.1,2021,Ростовская область
57678.0,2021,Севастополь
45326.3,2021,Северо-Кавказский федеральный округ
37057.8,2021,Республика Дагестан
40742.6,2021,Республика Ингушетия
47086.2,2021,Кабардино-Балкарская Республика
49292.0,2021,Карачаево-Черкесская Республика
40493.8,2021,Республика Северная Осетия — Алания
37937.4,2021,Чеченская Республика
49798.9,2021,Ставропольский край
45727.9,2021,Приволжский федеральный округ
45321.1,2021,Республика Башкортостан
36284.1,2021,Республика Марий Эл
41676.2,2021,Республика Мордовия
52231.9,2021,Республика Татарстан
40649.5,2021,Удмуртская Республика
38963.3,2021,Чувашская Республика
49198.5,2021,Пермский край
40792.7,2021,Кировская область
52428.8,2021,Нижегородская область
43675.4,2021,Оренбургская область
41449.8,2021,Пензенская область
46092.1,2021,Самарская область
43326.9,2021,Саратовская область
38611.3,2021,Ульяновская область
67308.0,2021,Уральский федеральный округ
39953.7,2021,Курганская область
54342.6,2021,Свердловская область
95010.5,2021,Ханты-Мансийский автономный округ - Югра
108623.4,2021,Ямало-Ненецкий автономный округ
60449.9,2021,Тюменская область
47913.5,2021,Челябинская область
53077.4,2021,Сибирский федеральный округ
42092.8,2021,Республика Алтай
49520.9,2021,Республика Тыва
59028.6,2021,Республика Хакасия
39836.5,2021,Алтайский край
64395.0,2021,Красноярский край
62627.3,2021,Иркутская область
44694.0,2021,Кемеровская область - Кузбасс
48485.0,2021,Новосибирская область
45529.8,2021,Омская область
60285.4,2021,Томская область
69566.5,2021,Дальневосточный федеральный округ
51196.4,2021,Республика Бурятия
65818.2,2021,Республика Саха (Якутия)
50179.5,2021,Забайкальский край
95723.8,2021,Камчатский край
55971.3,2021,Приморский край
75091.8,2021,Хабаровский край
77833.6,2021,Амурская область
97602.8,2021,Магаданская область
83914.2,2021,Сахалинская область
54624.4,2021,Еврейская автономная область
144456.7,2021,Чукотский автономный округ
39393.8,2021,Российская Федерация
45054.3,2021,Центральный федеральный округ
33838.0,2021,Белгородская область
25571.5,2021,Брянская область
28740.8,2021,Владимирская область
30943.2,2021,Воронежская область
32599.2,2021,Ивановская область
34925.0,2021,Калужская область
30256.9,2021,Костромская область
27093.0,2021,Курская область
30713.2,2021,Липецкая область
42529.2,2021,Московская область
28736.7,2021,Орловская область
28879.3,2021,Рязанская область
28942.0,2021,Смоленская область
27774.9,2021,Тамбовская область
30437.1,2021,Тверская область
33750.8,2021,Тульская область
33583.6,2021,Ярославская область
74737.8,2021,Город Москва
45989.6,2021,Северо-Западный федеральный округ
36380.7,2021,Республика Карелия
50249.3,2021,Республика Коми
66817.9,2021,Ненецкий автономный округ
42610.3,2021,Архангельская область
41249.5,2021,Вологодская область
32831.2,2021,Калининградская область
41032.2,2021,Ленинградская область
58791.7,2021,Мурманская область
30549.4,2021,Новгородская область
29826.2,2021,Псковская область
56292.3,2021,Санкт-Петербург
30540.7,2021,Южный федеральный округ
25135.4,2021,Республика Адыгея
24875.4,2021,Республика Калмыкия
34171.4,2021,Республика Крым
33499.1,2021,Краснодарский край
26295.0,2021,Астраханская область
25659.3,2021,Волгоградская область
28465.8,2021,Ростовская область
38715.6,2021,Севастополь
26357.2,2021,Северо-Кавказский федеральный округ
20509.2,2021,Республика Дагестан
25831.9,2021,Республика Ингушетия
23486.8,2021,Кабардино-Балкарская Республика
20717.4,2021,Карачаево-Черкесская Республика
22523.5,2021,Республика Северная Осетия — Алания
24328.3,2021,Чеченская Республика
29823.1,2021,Ставропольский край
31554.8,2021,Приволжский федеральный округ
33390.2,2021,Республика Башкортостан
27308.7,2021,Республика Марий Эл
28013.9,2021,Республика Мордовия
35261.5,2021,Республика Татарстан
31766.7,2021,Удмуртская Республика
27807.6,2021,Чувашская Республика
34139.5,2021,Пермский край
31448.2,2021,Кировская область
32594.0,2021,Нижегородская область
29934.7,2021,Оренбургская область
28356.7,2021,Пензенская область
32745.5,2021,Самарская область
27329.1,2021,Саратовская область
27060.0,2021,Ульяновская область
45427.1,2021,Уральский федеральный округ
28515.6,2021,Курганская область
40319.5,2021,Свердловская область
61026.3,2021,Ханты-Мансийский автономный округ - Югра
86801.7,2021,Ямало-Ненецкий автономный округ
44472.2,2021,Тюменская область
34833.4,2021,Челябинская область
38179.6,2021,Сибирский федеральный округ
28334.7,2021,Республика Алтай
24189.0,2021,Республика Тыва
33693.9,2021,Республика Хакасия
25209.3,2021,Алтайский край
54513.9,2021,Красноярский край
39695.2,2021,Иркутская область
36214.6,2021,Кемеровская область - Кузбасс
32484.6,2021,Новосибирская область
32942.0,2021,Омская область
37652.6,2021,Томская область
46440.8,2021,Дальневосточный федеральный округ
36397.3,2021,Республика Бурятия
64196.7,2021,Республика Саха (Якутия)
30250.5,2021,Забайкальский край
71216.5,2021,Камчатский край
38907.4,2021,Приморский край
43557.1,2021,Хабаровский край
40174.5,2021,Амурская область
70423.8,2021,Магаданская область
59711.2,2021,Сахалинская область
34462.2,2021,Еврейская автономная область
90947.7,2021,Чукотский автономный округ
50848.6,2021,Российская Федерация
57495.7,2021,Центральный федеральный округ
39325.4,2021,Белгородская область
32291.9,2021,Брянская область
37847.2,2021,Владимирская область
35349.8,2021,Воронежская область
24253.0,2021,Ивановская область
33361.0,2021,Калужская область
34144.1,2021,Костромская область
44483.2,2021,Курская область
35150.2,2021,Липецкая область
54039.1,2021,Московская область
31537.6,2021,Орловская область
32852.9,2021,Рязанская область
37114.4,2021,Смоленская область
31817.0,2021,Тамбовская область
41823.5,2021,Тверская область
40377.3,2021,Тульская область
31252.6,2021,Ярославская область
72076.6,2021,Город Москва
59340.3,2021,Северо-Западный федеральный округ
41120.6,2021,Республика Карелия
47951.9,2021,Республика Коми
57861.7,2021,Ненецкий автономный округ
66104.5,2021,Архангельская область
45570.3,2021,Вологодская область
36076.5,2021,Калининградская область
53680.7,2021,Ленинградская область
95106.5,2021,Мурманская область
41927.8,2021,Новгородская область
29658.6,2021,Псковская область
65044.5,2021,Санкт-Петербург
39576.9,2021,Южный федеральный округ
39172.5,2021,Республика Адыгея
23982.2,2021,Республика Калмыкия
58652.5,2021,Республика Крым
38879.2,2021,Краснодарский край
48147.4,2021,Астраханская область
38031.6,2021,Волгоградская область
33343.4,2021,Ростовская область
34470.3,2021,Севастополь
31182.9,2021,Северо-Кавказский федеральный округ
28775.1,2021,Республика Дагестан
20950.2,2021,Республика Ингушетия
26632.2,2021,Кабардино-Балкарская Республика
34794.3,2021,Карачаево-Черкесская Республика
18153.1,2021,Республика Северная Осетия — Алания
21544.9,2021,Чеченская Республика
36084.1,2021,Ставропольский край
33064.9,2021,Приволжский федеральный округ
34634.6,2021,Республика Башкортостан
32104.1,2021,Республика Марий Эл
36318.1,2021,Республика Мордовия
35030.9,2021,Республика Татарстан
34140.0,2021,Удмуртская Республика
37444.3,2021,Чувашская Республика
39644.6,2021,Пермский край
34546.5,2021,Кировская область
24026.5,2021,Нижегородская область
31165.7,2021,Оренбургская область
39401.7,2021,Пензенская область
34707.9,2021,Самарская область
37993.4,2021,Саратовская область
21257.2,2021,Ульяновская область
56484.1,2021,Уральский федеральный округ
35497.3,2021,Курганская область
44607.9,2021,Свердловская область
67949.9,2021,Ханты-Мансийский автономный округ - Югра
74730.2,2021,Ямало-Ненецкий автономный округ
51580.8,2021,Тюменская область
37016.5,2021,Челябинская область
48114.1,2021,Сибирский федеральный округ
26022.1,2021,Республика Алтай
51117.6,2021,Республика Тыва
40986.7,2021,Республика Хакасия
27923.8,2021,Алтайский край
59445.3,2021,Красноярский край
57145.0,2021,Иркутская область
50242.2,2021,Кемеровская область - Кузбасс
35155.6,2021,Новосибирская область
44406.2,2021,Омская область
41096.9,2021,Томская область
66096.1,2021,Дальневосточный федеральный округ
33809.2,2021,Республика Бурятия
76303.8,2021,Республика Саха (Якутия)
61874.7,2021,Забайкальский край
67349.2,2021,Камчатский край
58628.1,2021,Приморский край
52684.5,2021,Хабаровский край
66971.6,2021,Амурская область
88157.1,2021,Магаданская область
91080.8,2021,Сахалинская область
60344.9,2021,Еврейская автономная область
108774.5,2021,Чукотский автономный округ
48525.0,2021,Российская Федерация
67138.5,2021,Центральный федеральный округ
33678.0,2021,Белгородская область
35924.1,2021,Брянская область
29754.4,2021,Владимирская область
38694.4,2021,Воронежская область
26488.7,2021,Ивановская область
37408.7,2021,Калужская область
27644.6,2021,Костромская область
34476.9,2021,Курская область
30409.8,2021,Липецкая область
60866.4,2021,Московская область
34548.3,2021,Орловская область
35194.7,2021,Рязанская область
32889.6,2021,Смоленская область
29716.7,2021,Тамбовская область
34654.7,2021,Тверская область
33968.2,2021,Тульская область
35035.2,2021,Ярославская область
90199.2,2021,Город Москва
52448.9,2021,Северо-Западный федеральный округ
34550.1,2021,Республика Карелия
31980.2,2021,Республика Коми
53229.8,2021,Ненецкий автономный округ
40736.4,2021,Архангельская область
31227.0,2021,Вологодская область
34106.6,2021,Калининградская область
43074.5,2021,Ленинградская область
48436.8,2021,Мурманская область
33489.1,2021,Новгородская область
32758.3,2021,Псковская область
63741.9,2021,Санкт-Петербург
34631.6,2021,Южный федеральный округ
43244.9,2021,Республика Адыгея
19713.1,2021,Республика Калмыкия
31074.7,2021,Республика Крым
36795.2,2021,Краснодарский край
27978.1,2021,Астраханская область
34683.7,2021,Волгоградская область
34407.3,2021,Ростовская область
21464.2,2021,Севастополь
28834.8,2021,Северо-Кавказский федеральный округ
26648.8,2021,Республика Дагестан
26453.7,2021,Республика Ингушетия
22073.9,2021,Кабардино-Балкарская Республика
20018.7,2021,Карачаево-Черкесская Республика
22005.7,2021,Республика Северная Осетия — Алания
13339.1,2021,Чеченская Республика
34066.9,2021,Ставропольский край
30803.4,2021,Приволжский федеральный округ
29370.9,2021,Республика Башкортостан
28853.6,2021,Республика Марий Эл
33230.4,2021,Республика Мордовия
32957.8,2021,Республика Татарстан
30923.0,2021,Удмуртская Республика
32080.2,2021,Чувашская Республика
33890.5,2021,Пермский край
29296.6,2021,Кировская область
30165.7,2021,Нижегородская область
25357.0,2021,Оренбургская область
27765.4,2021,Пензенская область
32337.9,2021,Самарская область
33084.6,2021,Саратовская область
26579.0,2021,Ульяновская область
40548.1,2021,Уральский федеральный округ
29447.6,2021,Курганская область
40148.3,2021,Свердловская область
48765.3,2021,Ханты-Мансийский автономный округ - Югра
59703.6,2021,Ямало-Ненецкий автономный округ
38059.3,2021,Тюменская область
38850.7,2021,Челябинская область
34587.6,2021,Сибирский федеральный округ
33814.8,2021,Республика Алтай
32933.3,2021,Республика Тыва
31576.9,2021,Республика Хакасия
24295.6,2021,Алтайский край
39293.1,2021,Красноярский край
31711.4,2021,Иркутская область
39404.8,2021,Кемеровская область - Кузбасс
37998.2,2021,Новосибирская область
32061.0,2021,Омская область
32390.9,2021,Томская область
38842.3,2021,Дальневосточный федеральный округ
21957.7,2021,Республика Бурятия
42694.2,2021,Республика Саха (Якутия)
25447.9,2021,Забайкальский край
56931.8,2021,Камчатский край
36213.8,2021,Приморский край
42204.0,2021,Хабаровский край
32390.0,2021,Амурская область
78128.5,2021,Магаданская область
54565.6,2021,Сахалинская область
25720.7,2021,Еврейская автономная область
106924.9,2021,Чукотский автономный округ
58439.4,2021,Российская Федерация
64412.9,2021,Центральный федеральный округ
40217.9,2021,Белгородская область
40957.5,2021,Брянская область
35489.8,2021,Владимирская область
40891.6,2021,Воронежская область
32169.0,2021,Ивановская область
44300.4,2021,Калужская область
36775.3,2021,Костромская область
40353.9,2021,Курская область
37068.4,2021,Липецкая область
69791.3,2021,Московская область
39177.0,2021,Орловская область
43188.8,2021,Рязанская область
32385.4,2021,Смоленская область
39383.1,2021,Тамбовская область
42019.8,2021,Тверская область
40028.7,2021,Тульская область
48634.7,2021,Ярославская область
83052.8,2021,Город Москва
64772.2,2021,Северо-Западный федеральный округ
56816.5,2021,Республика Карелия
82182.7,2021,Республика Коми
95379.1,2021,Ненецкий автономный округ
68436.4,2021,Архангельская область
51557.2,2021,Вологодская область
43051.4,2021,Калининградская область
56804.3,2021,Ленинградская область
83136.0,2021,Мурманская область
41581.3,2021,Новгородская область
34922.9,2021,Псковская область
69312.6,2021,Санкт-Петербург
45316.5,2021,Южный федеральный округ
36719.4,2021,Республика Адыгея
37909.1,2021,Республика Калмыкия
41725.5,2021,Республика Крым
49350.3,2021,Краснодарский край
52346.7,2021,Астраханская область
38943.4,2021,Волгоградская область
42401.9,2021,Ростовская область
55134.9,2021,Севастополь
38093.8,2021,Северо-Кавказский федеральный округ
38487.7,2021,Республика Дагестан
20408.1,2021,Республика Ингушетия
25315.0,2021,Кабардино-Балкарская Республика
28743.5,2021,Карачаево-Черкесская Республика
33274.4,2021,Республика Северная Осетия — Алания
38760.3,2021,Чеченская Республика
41771.5,2021,Ставропольский край
42401.3,2021,Приволжский федеральный округ
45283.9,2021,Республика Башкортостан
35223.5,2021,Республика Марий Эл
39590.9,2021,Республика Мордовия
41922.6,2021,Республика Татарстан
39030.6,2021,Удмуртская Республика
31596.3,2021,Чувашская Республика
42325.4,2021,Пермский край
40307.0,2021,Кировская область
43846.2,2021,Нижегородская область
45483.9,2021,Оренбургская область
36589.4,2021,Пензенская область
44072.3,2021,Самарская область
42377.7,2021,Саратовская область
39790.0,2021,Ульяновская область
66874.6,2021,Уральский федеральный округ
42217.9,2021,Курганская область
50734.5,2021,Свердловская область
87051.2,2021,Ханты-Мансийский автономный округ - Югра
116444.9,2021,Ямало-Ненецкий автономный округ
61311.6,2021,Тюменская область
44390.7,2021,Челябинская область
54412.8,2021,Сибирский федеральный округ
37351.0,2021,Республика Алтай
43053.9,2021,Республика Тыва
54852.1,2021,Республика Хакасия
36326.2,2021,Алтайский край
67315.6,2021,Красноярский край
62589.0,2021,Иркутская область
49772.2,2021,Кемеровская область - Кузбасс
48022.1,2021,Новосибирская область
43095.1,2021,Омская область
61674.6,2021,Томская область
78320.7,2021,Дальневосточный федеральный округ
61026.6,2021,Республика Бурятия
94453.9,2021,Республика Саха (Якутия)
72227.7,2021,Забайкальский край
95070.8,2021,Камчатский край
69488.9,2021,Приморский край
76804.2,2021,Хабаровский край
74161.3,2021,Амурская область
96420.8,2021,Магаданская область
98372.0,2021,Сахалинская область
70085.4,2021,Еврейская автономная область
139707.0,2021,Чукотский автономный округ
32492.6,2021,Российская Федерация
38014.9,2021,Центральный федеральный округ
28398.4,2021,Белгородская область
22231.7,2021,Брянская область
24169.1,2021,Владимирская область
31571.3,2021,Воронежская область
28704.6,2021,Ивановская область
27630.4,2021,Калужская область
21230.2,2021,Костромская область
26072.3,2021,Курская область
22915.9,2021,Липецкая область
45167.8,2021,Московская область
23134.9,2021,Орловская область
28760.4,2021,Рязанская область
23843.2,2021,Смоленская область
23264.0,2021,Тамбовская область
28487.8,2021,Тверская область
29974.9,2021,Тульская область
27077.7,2021,Ярославская область
42313.0,2021,Город Москва
34160.8,2021,Северо-Западный федеральный округ
26295.6,2021,Республика Карелия
37013.5,2021,Республика Коми
56961.8,2021,Ненецкий автономный округ
30601.7,2021,Архангельская область
26316.8,2021,Вологодская область
24616.1,2021,Калининградская область
27182.6,2021,Ленинградская область
39638.6,2021,Мурманская область
24322.1,2021,Новгородская область
25796.2,2021,Псковская область
39859.7,2021,Санкт-Петербург
30684.7,2021,Южный федеральный округ
23867.7,2021,Республика Адыгея
19474.5,2021,Республика Калмыкия
34072.3,2021,Республика Крым
34061.7,2021,Краснодарский край
25646.9,2021,Астраханская область
24824.1,2021,Волгоградская область
23792.6,2021,Ростовская область
14105.5,2021,Севастополь
24318.8,2021,Северо-Кавказский федеральный округ
26301.0,2021,Республика Дагестан
13783.1,2021,Республика Ингушетия
21055.5,2021,Кабардино-Балкарская Республика
18085.1,2021,Карачаево-Черкесская Республика
17660.3,2021,Республика Северная Осетия — Алания
19034.8,2021,Чеченская Республика
27504.3,2021,Ставропольский край
24133.0,2021,Приволжский федеральный округ
22332.8,2021,Республика Башкортостан
22860.7,2021,Республика Марий Эл
26098.4,2021,Республика Мордовия
28860.5,2021,Республика Татарстан
24566.9,2021,Удмуртская Республика
22304.0,2021,Чувашская Республика
24595.6,2021,Пермский край
22669.2,2021,Кировская область
24999.5,2021,Нижегородская область
21996.0,2021,Оренбургская область
24342.4,2021,Пензенская область
22955.3,2021,Самарская область
22223.0,2021,Саратовская область
20560.1,2021,Ульяновская область
34094.4,2021,Уральский федеральный округ
20316.4,2021,Курганская область
29102.9,2021,Свердловская область
42304.4,2021,Ханты-Мансийский автономный округ - Югра
58012.4,2021,Ямало-Ненецкий автономный округ
26760.1,2021,Тюменская область
28110.4,2021,Челябинская область
26924.9,2021,Сибирский федеральный округ
34127.9,2021,Республика Алтай
21031.3,2021,Республика Тыва
24266.3,2021,Республика Хакасия
19262.9,2021,Алтайский край
35483.3,2021,Красноярский край
28173.1,2021,Иркутская область
22874.3,2021,Кемеровская область - Кузбасс
26172.8,2021,Новосибирская область
25026.2,2021,Омская область
30558.4,2021,Томская область
37187.0,2021,Дальневосточный федеральный округ
18147.5,2021,Республика Бурятия
49661.7,2021,Республика Саха (Якутия)
24305.9,2021,Забайкальский край
51011.8,2021,Камчатский край
34084.4,2021,Приморский край
34542.8,2021,Хабаровский край
35949.8,2021,Амурская область
62676.2,2021,Магаданская область
48428.4,2021,Сахалинская область
29663.8,2021,Еврейская автономная область
73123.0,2021,Чукотский автономный округ
96104.7,2021,Российская Федерация
131406.1,2021,Центральный федеральный округ
59998.6,2021,Белгородская область
43489.4,2021,Брянская область
37341.0,2021,Владимирская область
68863.5,2021,Воронежская область
48127.9,2021,Ивановская область
59407.1,2021,Калужская область
62721.8,2021,Костромская область
43859.4,2021,Курская область
44802.7,2021,Липецкая область
83990.5,2021,Московская область
37859.5,2021,Орловская область
55426.9,2021,Рязанская область
39131.3,2021,Смоленская область
40319.6,2021,Тамбовская область
56243.2,2021,Тверская область
53441.6,2021,Тульская область
62223.4,2021,Ярославская область
159605.5,2021,Город Москва
100837.8,2021,Северо-Западный федеральный округ
49782.8,2021,Республика Карелия
64809.1,2021,Республика Коми
99690.7,2021,Ненецкий автономный округ
56664.1,2021,Архангельская область
66576.1,2021,Вологодская область
69341.7,2021,Калининградская область
48596.5,2021,Ленинградская область
65659.6,2021,Мурманская область
45607.9,2021,Новгородская область
39343.4,2021,Псковская область
118479.0,2021,Санкт-Петербург
49027.4,2021,Южный федеральный округ
35357.7,2021,Республика Адыгея
37787.7,2021,Республика Калмыкия
42580.2,2021,Республика Крым
56053.8,2021,Краснодарский край
43245.2,2021,Астраханская область
38294.1,2021,Волгоградская область
50518.4,2021,Ростовская область
60999.2,2021,Севастополь
37137.6,2021,Северо-Кавказский федеральный округ
30414.3,2021,Республика Дагестан
31929.8,2021,Республика Ингушетия
31407.8,2021,Кабардино-Балкарская Республика
34222.8,2021,Карачаево-Черкесская Республика
33012.1,2021,Республика Северная Осетия — Алания
32594.7,2021,Чеченская Республика
48760.5,2021,Ставропольский край
57822.2,2021,Приволжский федеральный округ
49625.5,2021,Республика Башкортостан
45799.9,2021,Республика Марий Эл
35895.2,2021,Республика Мордовия
65353.8,2021,Республика Татарстан
42873.9,2021,Удмуртская Республика
49199.4,2021,Чувашская Республика
68465.2,2021,Пермский край
37393.5,2021,Кировская область
64866.6,2021,Нижегородская область
39826.3,2021,Оренбургская область
43743.2,2021,Пензенская область
65396.2,2021,Самарская область
53714.0,2021,Саратовская область
59727.3,2021,Ульяновская область
74398.5,2021,Уральский федеральный округ
35674.2,2021,Курганская область
73172.7,2021,Свердловская область
89730.0,2021,Ханты-Мансийский автономный округ - Югра
118124.2,2021,Ямало-Ненецкий автономный округ
56360.7,2021,Тюменская область
65377.1,2021,Челябинская область
65022.6,2021,Сибирский федеральный округ
42147.2,2021,Республика Алтай
44650.6,2021,Республика Тыва
40841.3,2021,Республика Хакасия
42587.4,2021,Алтайский край
65624.0,2021,Красноярский край
58073.5,2021,Иркутская область
50162.7,2021,Кемеровская область - Кузбасс
89343.7,2021,Новосибирская область
47055.7,2021,Омская область
71894.1,2021,Томская область
69450.4,2021,Дальневосточный федеральный округ
47742.4,2021,Республика Бурятия
86807.8,2021,Республика Саха (Якутия)
51787.9,2021,Забайкальский край
78007.3,2021,Камчатский край
70031.3,2021,Приморский край
68516.5,2021,Хабаровский край
55002.9,2021,Амурская область
84751.2,2021,Магаданская область
79718.9,2021,Сахалинская область
54811.8,2021,Еврейская автономная область
124499.2,2021,Чукотский автономный округ
116879.4,2021,Российская Федерация
167797.7,2021,Центральный федеральный округ
60475.8,2021,Белгородская область
60908.5,2021,Брянская область
58641.1,2021,Владимирская область
68551.1,2021,Воронежская область
57213.6,2021,Ивановская область
62674.3,2021,Калужская область
67890.1,2021,Костромская область
58822.4,2021,Курская область
57508.8,2021,Липецкая область
102064.9,2021,Московская область
54999.8,2021,Орловская область
68845.1,2021,Рязанская область
65732.8,2021,Смоленская область
57580.4,2021,Тамбовская область
64497.8,2021,Тверская область
69311.5,2021,Тульская область
60795.4,2021,Ярославская область
199181.4,2021,Город Москва
88675.3,2021,Северо-Западный федеральный округ
73747.7,2021,Республика Карелия
76301.6,2021,Республика Коми
107395.0,2021,Ненецкий автономный округ
65229.5,2021,Архангельская область
67545.8,2021,Вологодская область
71757.0,2021,Калининградская область
76224.2,2021,Ленинградская область
92949.4,2021,Мурманская область
55163.7,2021,Новгородская область
58266.9,2021,Псковская область
99176.3,2021,Санкт-Петербург
69880.2,2021,Южный федеральный округ
57734.3,2021,Республика Адыгея
64689.3,2021,Республика Калмыкия
77284.2,2021,Республика Крым
73084.9,2021,Краснодарский край
57430.2,2021,Астраханская область
54126.8,2021,Волгоградская область
75479.9,2021,Ростовская область
70884.7,2021,Севастополь
60559.5,2021,Северо-Кавказский федеральный округ
53961.5,2021,Республика Дагестан
65559.0,2021,Республика Ингушетия
59111.0,2021,Кабардино-Балкарская Республика
56345.7,2021,Карачаево-Черкесская Республика
53589.4,2021,Республика Северная Осетия — Алания
70004.3,2021,Чеченская Республика
62497.6,2021,Ставропольский край
61413.6,2021,Приволжский федеральный округ
56542.1,2021,Республика Башкортостан
58320.8,2021,Республика Марий Эл
48372.0,2021,Республика Мордовия
62209.3,2021,Республика Татарстан
55971.3,2021,Удмуртская Республика
53143.3,2021,Чувашская Республика
64410.1,2021,Пермский край
54121.9,2021,Кировская область
76475.4,2021,Нижегородская область
52945.9,2021,Оренбургская область
