value_population,year,territory
-3.8,2020,Башкортостан
-3.7,2020,Марий Эл
-8.2,2020,Мордовия
-2.5,2020,Татарстан
-3.9,2020,Удмуртская
-5.4,2020,Чувашская
-4.8,2020,Пермский
-7.0,2020,Кировская
-7.5,2020,Нижегородская
-5.4,2020,Оренбургская
-9.2,2020,Пензенская
-6.7,2020,Самарская
-7.7,2020,Саратовская
-7.4,2020,Ульяновская
-2.3,2020,
-7.3,2020,Курганская
-4.4,2020,Свердловская
5.2,2020,Ханты-Мансийский Автономный Округ - Югра
7.5,2020,Ненецкий
0.6,2020,Тюменская
-5.2,2020,Челябинская
-3.9,2020,
2.5,2020,Алтай
10.6,2020,Тыва
-2.8,2020,Хакасия
-6.4,2020,Алтайский
-2.8,2020,Красноярский
-2.5,2020,Иркутская
-6.8,2020,Кемеровская Область-Кузбасс
-3.9,2020,Новосибирская
-5.4,2020,Омская
-3.0,2020,Томская
-1.7,2020,
1.9,2020,Бурятия
4.4,2020,Саха /Якутия/
-1.0,2020,Забайкальский
-1.6,2020,Камчатский
-4.3,2020,Приморский
-3.5,2020,Хабаровский
-4.7,2020,Амурская
-2.4,2020,Магаданская
-1.5,2020,Саха /Якутия/
-4.5,2020,Еврейская
0.4,2020,Чукотский
-4.3,2020,
-5.5,2020,
-7.1,2020,Белгородская
-8.5,2020,Брянская
-10.2,2020,Владимирская
-7.8,2020,Воронежская
-9.5,2020,Ивановская
-7.7,2020,Калужская
-7.6,2020,Костромская
-8.4,2020,Курская
-8.9,2020,Липецкая
-3.8,2020,Московская
-9.3,2020,Орловская
-9.4,2020,Рязанская
-9.4,2020,Смоленская
-9.8,2020,Тамбовская
-9.8,2020,Тверская
-10.6,2020,Тульская
-8.1,2020,Ярославская
-1.6,2020,Москва
-4.8,2020,
-7.2,2020,Карелия
-3.7,2020,Коми
3.4,2020,Ненецкий
-6.1,2020,Архангельская
-5.6,2020,Вологодская
-3.2,2020,Калининградская
-7.4,2020,Ленинградская
-4.3,2020,Мурманская
-9.2,2020,Новгородская
-10.0,2020,Псковская
-2.9,2020,Санкт-Петербург
-4.9,2020,
-3.0,2020,Адыгея
-0.5,2020,Калмыкия
-5.5,2020,Крым
-3.1,2020,Краснодарский
-2.5,2020,Астраханская
-7.5,2020,Волгоградская
-6.3,2020,Ростовская
-4.0,2020,Севастополь
5.0,2020,
8.4,2020,Дагестан
12.8,2020,Ингушетия
2.5,2020,Кабардино-Балкарская
0.9,2020,Карачаево-Черкесская
0.2,2020,Северная Осетия - Алания
14.2,2020,Чеченская
-2.7,2020,Ставропольский
-6.1,2020,
-4.3,2020,Башкортостан
-4.1,2020,Марий Эл
-8.4,2020,Мордовия
-3.0,2020,Татарстан
-4.1,2020,Удмуртская
-5.8,2020,Чувашская
-5.4,2020,Пермский
-7.7,2020,Кировская
-8.1,2020,Нижегородская
-6.2,2020,Оренбургская
-9.6,2020,Пензенская
-7.4,2020,Самарская
-8.3,2020,Саратовская
-7.9,2020,Ульяновская
-2.9,2020,
-7.9,2020,Курганская
-4.9,2020,Свердловская
4.7,2020,Ханты-Мансийский Автономный Округ - Югра
6.9,2020,Ненецкий
0.1,2020,Тюменская
-5.9,2020,Челябинская
-4.7,2020,
2.2,2020,Алтай
10.7,2020,Тыва
-3.5,2020,Хакасия
-7.3,2020,Алтайский
-3.5,2020,Красноярский
-3.1,2020,Иркутская
-7.4,2020,Кемеровская Область-Кузбасс
-4.7,2020,Новосибирская
-6.0,2020,Омская
-3.6,2020,Томская
-2.2,2020,
1.4,2020,Бурятия
4.0,2020,Саха /Якутия/
-1.4,2020,Забайкальский
-1.8,2020,Камчатский
-4.9,2020,Приморский
-4.2,2020,Хабаровский
-5.4,2020,Амурская
-2.7,2020,Магаданская
-1.7,2020,Саха /Якутия/
-5.2,2020,Еврейская
0.3,2020,Чукотский
-4.7,2020,
-6.0,2020,
-7.5,2020,Белгородская
-8.9,2020,Брянская
-10.7,2020,Владимирская
-8.2,2020,Воронежская
-10.0,2020,Ивановская
-8.2,2020,Калужская
-8.0,2020,Костромская
-9.0,2020,Курская
-9.4,2020,Липецкая
-4.3,2020,Московская
-10.2,2020,Орловская
-10.0,2020,Рязанская
-10.0,2020,Смоленская
-10.4,2020,Тамбовская
-10.4,2020,Тверская
-11.3,2020,Тульская
-8.7,2020,Ярославская
-2.0,2020,Москва
-5.4,2020,
-8.0,2020,Карелия
-4.1,2020,Коми
3.3,2020,Ненецкий
-6.6,2020,Архангельская
-6.3,2020,Вологодская
-3.9,2020,Калининградская
-7.9,2020,Ленинградская
-4.6,2020,Мурманская
-10.0,2020,Новгородская
-10.9,2020,Псковская
-3.2,2020,Санкт-Петербург
-5.3,2020,
-3.5,2020,Адыгея
-0.9,2020,Калмыкия
-6.2,2020,Крым
-3.8,2020,Краснодарский
-2.7,2020,Астраханская
-7.9,2020,Волгоградская
-6.7,2020,Ростовская
-4.5,2020,Севастополь
4.8,2020,
8.7,2020,Дагестан
12.9,2020,Ингушетия
2.3,2020,Кабардино-Балкарская
0.4,2020,Карачаево-Черкесская
-0.3,2020,Северная Осетия - Алания
14.0,2020,Чеченская
-3.1,2020,Ставропольский
-6.5,2020,
-4.7,2020,Башкортостан
-4.5,2020,Марий Эл
-9.3,2020,Мордовия
-3.2,2020,Татарстан
-4.4,2020,Удмуртская
-6.1,2020,Чувашская
-5.7,2020,Пермский
-8.3,2020,Кировская
-8.6,2020,Нижегородская
-6.6,2020,Оренбургская
-10.0,2020,Пензенская
-7.8,2020,Самарская
-8.7,2020,Саратовская
-8.4,2020,Ульяновская
-3.3,2020,
-8.3,2020,Курганская
-5.5,2020,Свердловская
4.7,2020,Ханты-Мансийский Автономный Округ - Югра
7.0,2020,Ненецкий
0.0,2020,Тюменская
-6.3,2020,Челябинская
-5.0,2020,
2.1,2020,Алтай
10.8,2020,Тыва
-3.9,2020,Хакасия
-7.7,2020,Алтайский
-4.0,2020,Красноярский
-3.5,2020,Иркутская
-7.7,2020,Кемеровская Область-Кузбасс
-5.0,2020,Новосибирская
-6.2,2020,Омская
-4.1,2020,Томская
-2.7,2020,
1.0,2020,Бурятия
4.1,2020,Саха /Якутия/
-1.7,2020,Забайкальский
-2.3,2020,Камчатский
-5.7,2020,Приморский
-4.9,2020,Хабаровский
-6.1,2020,Амурская
-3.1,2020,Магаданская
-2.1,2020,Саха /Якутия/
-5.6,2020,Еврейская
0.3,2020,Чукотский
-7.8,2021,
-9.6,2021,
-10.1,2021,Белгородская
-14.1,2021,Брянская
-13.8,2021,Владимирская
-11.6,2021,Воронежская
-13.1,2021,Ивановская
-12.0,2021,Калужская
-12.7,2021,Костромская
-15.6,2021,Курская
-13.6,2021,Липецкая
-7.9,2021,Московская
-16.7,2021,Орловская
-15.1,2021,Рязанская
-15.2,2021,Смоленская
-14.3,2021,Тамбовская
-17.5,2021,Тверская
-16.1,2021,Тульская
-13.4,2021,Ярославская
-4.3,2021,Москва
-10.2,2021,
-15.7,2021,Карелия
-6.9,2021,Коми
-0.5,2021,Ненецкий
-12.3,2021,Архангельская
-11.2,2021,Вологодская
-9.0,2021,Калининградская
-12.0,2021,Ленинградская
-8.8,2021,Мурманская
-16.4,2021,Новгородская
-15.8,2021,Псковская
-8.0,2021,Санкт-Петербург
-8.8,2021,
-9.8,2021,Адыгея
-3.5,2021,Калмыкия
-9.3,2021,Крым
-7.8,2021,Краснодарский
-4.8,2021,Астраханская
-10.3,2021,Волгоградская
-10.4,2021,Ростовская
-9.2,2021,Севастополь
1.9,2021,
7.3,2021,Дагестан
10.2,2021,Ингушетия
-1.7,2021,Кабардино-Балкарская
-4.3,2021,Карачаево-Черкесская
-4.1,2021,Северная Осетия - Алания
11.5,2021,Чеченская
-7.3,2021,Ставропольский
-8.9,2021,
-6.4,2021,Башкортостан
-7.2,2021,Марий Эл
-14.2,2021,Мордовия
-4.8,2021,Татарстан
-5.7,2021,Удмуртская
-8.3,2021,Чувашская
-6.9,2021,Пермский
-13.3,2021,Кировская
-13.2,2021,Нижегородская
-7.9,2021,Оренбургская
-13.0,2021,Пензенская
-10.2,2021,Самарская
-11.9,2021,Саратовская
-10.0,2021,Ульяновская
-5.2,2021,
-12.1,2021,Курганская
-8.0,2021,Свердловская
2.7,2021,Ханты-Мансийский Автономный Округ - Югра
6.3,2021,Ненецкий
-1.8,2021,Тюменская
-7.1,2021,Челябинская
-7.1,2021,
-0.7,2021,Алтай
11.6,2021,Тыва
-5.5,2021,Хакасия
-10.8,2021,Алтайский
-6.3,2021,Красноярский
-5.5,2021,Иркутская
-8.8,2021,Кемеровская Область-Кузбасс
-6.8,2021,Новосибирская
-7.6,2021,Омская
-7.3,2021,Томская
-5.9,2021,
-1.6,2021,Бурятия
2.6,2021,Саха /Якутия/
-5.5,2021,Забайкальский
-6.8,2021,Камчатский
-9.4,2021,Приморский
-8.5,2021,Хабаровский
-10.1,2021,Амурская
-8.0,2021,Магаданская
-5.9,2021,Саха /Якутия/
-6.8,2021,Еврейская
2.9,2021,Чукотский
-6.4,2021,
-8.1,2021,
-9.3,2021,Белгородская
-12.5,2021,Брянская
-12.1,2021,Владимирская
-10.2,2021,Воронежская
-11.8,2021,Ивановская
-10.3,2021,Калужская
-10.7,2021,Костромская
-13.8,2021,Курская
-12.2,2021,Липецкая
-6.4,2021,Московская
-14.5,2021,Орловская
-12.8,2021,Рязанская
-13.3,2021,Смоленская
-12.3,2021,Тамбовская
-14.6,2021,Тверская
-13.8,2021,Тульская
-10.9,2021,Ярославская
-3.3,2021,Москва
-8.0,2021,
-12.2,2021,Карелия
-5.6,2021,Коми
2.1,2021,Ненецкий
-10.1,2021,Архангельская
-8.7,2021,Вологодская
-6.7,2021,Калининградская
-10.1,2021,Ленинградская
-7.1,2021,Мурманская
-13.8,2021,Новгородская
-13.4,2021,Псковская
-5.8,2021,Санкт-Петербург
-7.8,2021,
-6.8,2021,Адыгея
-2.8,2021,Калмыкия
-8.1,2021,Крым
-6.8,2021,Краснодарский
-4.0,2021,Астраханская
-9.1,2021,Волгоградская
-9.4,2021,Ростовская
-7.4,2021,Севастополь
3.0,2021,
7.7,2021,Дагестан
11.4,2021,Ингушетия
-0.5,2021,Кабардино-Балкарская
-3.0,2021,Карачаево-Черкесская
-2.8,2021,Северная Осетия - Алания
12.7,2021,Чеченская
-5.5,2021,Ставропольский
-7.6,2021,
-5.0,2021,Башкортостан
-6.0,2021,Марий Эл
-11.9,2021,Мордовия
-3.2,2021,Татарстан
-4.8,2021,Удмуртская
-6.7,2021,Чувашская
-5.5,2021,Пермский
-11.4,2021,Кировская
-11.1,2021,Нижегородская
-6.8,2021,Оренбургская
-11.7,2021,Пензенская
-9.1,2021,Самарская
-10.9,2021,Саратовская
-9.6,2021,Ульяновская
-3.7,2021,
-10.0,2021,Курганская
-6.4,2021,Свердловская
3.6,2021,Ханты-Мансийский Автономный Округ - Югра
7.0,2021,Ненецкий
-0.9,2021,Тюменская
-5.6,2021,Челябинская
-5.8,2021,
0.4,2021,Алтай
11.5,2021,Тыва
-4.6,2021,Хакасия
-9.1,2021,Алтайский
-5.1,2021,Красноярский
-4.5,2021,Иркутская
-7.8,2021,Кемеровская Область-Кузбасс
-5.3,2021,Новосибирская
-6.9,2021,Омская
-5.6,2021,Томская
-4.2,2021,
-0.5,2021,Бурятия
3.3,2021,Саха /Якутия/
-4.2,2021,Забайкальский
-4.3,2021,Камчатский
-7.5,2021,Приморский
-5.9,2021,Хабаровский
-8.1,2021,Амурская
-5.4,2021,Магаданская
-3.8,2021,Саха /Якутия/
-5.3,2021,Еврейская
2.2,2021,Чукотский
-5.9,2021,
-7.7,2021,
-8.8,2021,Белгородская
-11.7,2021,Брянская
-11.7,2021,Владимирская
-9.9,2021,Воронежская
-11.3,2021,Ивановская
-9.7,2021,Калужская
-10.2,2021,Костромская
-13.0,2021,Курская
-11.6,2021,Липецкая
-5.9,2021,Московская
-13.7,2021,Орловская
-12.1,2021,Рязанская
-12.6,2021,Смоленская
-11.9,2021,Тамбовская
-13.6,2021,Тверская
-13.1,2021,Тульская
-10.3,2021,Ярославская
-3.1,2021,Москва
-7.5,2021,
-11.2,2021,Карелия
-5.2,2021,Коми
2.0,2021,Ненецкий
-9.2,2021,Архангельская
-8.0,2021,Вологодская
-6.0,2021,Калининградская
-9.4,2021,Ленинградская
-6.4,2021,Мурманская
-13.2,2021,Новгородская
-12.8,2021,Псковская
-5.3,2021,Санкт-Петербург
-7.3,2021,
-6.2,2021,Адыгея
-2.5,2021,Калмыкия
-7.6,2021,Крым
-6.1,2021,Краснодарский
-3.6,2021,Астраханская
-9.1,2021,Волгоградская
-9.0,2021,Ростовская
-6.6,2021,Севастополь
3.2,2021,
7.4,2021,Дагестан
11.1,2021,Ингушетия
0.2,2021,Кабардино-Балкарская
-2.3,2021,Карачаево-Черкесская
-2.4,2021,Северная Осетия - Алания
12.6,2021,Чеченская
-4.9,2021,Ставропольский
-7.3,2021,
-4.9,2021,Башкортостан
-5.6,2021,Марий Эл
-11.0,2021,Мордовия
-3.0,2021,Татарстан
-4.6,2021,Удмуртская
-6.6,2021,Чувашская
-5.4,2021,Пермский
-11.0,2021,Кировская
-10.6,2021,Нижегородская
-6.5,2021,Оренбургская
-11.2,2021,Пензенская
-8.6,2021,Самарская
-10.5,2021,Саратовская
-9.4,2021,Ульяновская
-3.5,2021,
-9.7,2021,Курганская
-6.0,2021,Свердловская
3.8,2021,Ханты-Мансийский Автономный Округ - Югра
6.9,2021,Ненецкий
-0.7,2021,Тюменская
-5.3,2021,Челябинская
-5.5,2021,
0.2,2021,Алтай
10.3,2021,Тыва
-4.2,2021,Хакасия
-8.7,2021,Алтайский
-4.6,2021,Красноярский
-4.2,2021,Иркутская
-7.5,2021,Кемеровская Область-Кузбасс
-5.1,2021,Новосибирская
-6.6,2021,Омская
-5.3,2021,Томская
-3.8,2021,
-0.5,2021,Бурятия
3.1,2021,Саха /Якутия/
-3.6,2021,Забайкальский
-3.7,2021,Камчатский
-6.9,2021,Приморский
-5.3,2021,Хабаровский
-7.6,2021,Амурская
-4.9,2021,Магаданская
-3.4,2021,Саха /Якутия/
-5.1,2021,Еврейская
1.8,2021,Чукотский
-6.8,2021,
-8.7,2021,
-9.7,2021,Белгородская
-12.9,2021,Брянская
-12.8,2021,Владимирская
-10.8,2021,Воронежская
-12.2,2021,Ивановская
-10.9,2021,Калужская
-11.7,2021,Костромская
-14.7,2021,Курская
-13.1,2021,Липецкая
-6.9,2021,Московская
-15.5,2021,Орловская
-13.7,2021,Рязанская
-14.4,2021,Смоленская
-13.2,2021,Тамбовская
-16.1,2021,Тверская
-15.0,2021,Тульская
-12.2,2021,Ярославская
-3.6,2021,Москва
-8.9,2021,
-13.8,2021,Карелия
-5.9,2021,Коми
2.4,2021,Ненецкий
-11.2,2021,Архангельская
-9.5,2021,Вологодская
-7.8,2021,Калининградская
-10.7,2021,Ленинградская
-7.7,2021,Мурманская
-15.0,2021,Новгородская
-14.1,2021,Псковская
-6.7,2021,Санкт-Петербург
-8.0,2021,
-7.9,2021,Адыгея
-3.3,2021,Калмыкия
-8.4,2021,Крым
-7.1,2021,Краснодарский
-4.3,2021,Астраханская
-9.2,2021,Волгоградская
-9.7,2021,Ростовская
-7.7,2021,Севастополь
2.9,2021,
8.0,2021,Дагестан
12.4,2021,Ингушетия
-0.9,2021,Кабардино-Балкарская
-3.1,2021,Карачаево-Черкесская
-3.6,2021,Северная Осетия - Алания
13.4,2021,Чеченская
-6.4,2021,Ставропольский
-8.1,2021,
-5.3,2021,Башкортостан
-6.1,2021,Марий Эл
-12.7,2021,Мордовия
-3.7,2021,Татарстан
-4.7,2021,Удмуртская
-7.2,2021,Чувашская
-6.1,2021,Пермский
-12.3,2021,Кировская
-11.9,2021,Нижегородская
-7.3,2021,Оренбургская
-12.3,2021,Пензенская
-9.6,2021,Самарская
-11.4,2021,Саратовская
-9.9,2021,Ульяновская
-4.3,2021,
-11.0,2021,Курганская
-6.9,2021,Свердловская
3.1,2021,Ханты-Мансийский Автономный Округ - Югра
7.0,2021,Ненецкий
-1.2,2021,Тюменская
-6.2,2021,Челябинская
-6.2,2021,
0.2,2021,Алтай
12.0,2021,Тыва
-4.9,2021,Хакасия
-9.7,2021,Алтайский
-5.4,2021,Красноярский
-4.8,2021,Иркутская
-8.1,2021,Кемеровская Область-Кузбасс
-6.0,2021,Новосибирская
-7.2,2021,Омская
-5.8,2021,Томская
-4.9,2021,
-0.6,2021,Бурятия
3.3,2021,Саха /Якутия/
-4.6,2021,Забайкальский
-5.4,2021,Камчатский
-8.2,2021,Приморский
-7.0,2021,Хабаровский
-9.0,2021,Амурская
-6.1,2021,Магаданская
-4.7,2021,Саха /Якутия/
-5.9,2021,Еврейская
2.0,2021,Чукотский
-5.8,2021,
-7.8,2021,
-8.4,2021,Белгородская
-11.8,2021,Брянская
-12.3,2021,Владимирская
-9.7,2021,Воронежская
-11.3,2021,Ивановская
-9.8,2021,Калужская
-9.9,2021,Костромская
-12.5,2021,Курская
-11.3,2021,Липецкая
-6.3,2021,Московская
-13.0,2021,Орловская
-12.2,2021,Рязанская
-12.4,2021,Смоленская
-12.2,2021,Тамбовская
-13.5,2021,Тверская
-13.1,2021,Тульская
-10.4,2021,Ярославская
-3.5,2021,Москва
-7.4,2021,
-11.0,2021,Карелия
-4.9,2021,Коми
1.9,2021,Ненецкий
-8.8,2021,Архангельская
-8.0,2021,Вологодская
-5.7,2021,Калининградская
-9.7,2021,Ленинградская
-6.1,2021,Мурманская
-13.1,2021,Новгородская
-12.6,2021,Псковская
-5.5,2021,Санкт-Петербург
-6.8,2021,
-5.5,2021,Адыгея
-2.3,2021,Калмыкия
-7.3,2021,Крым
-5.6,2021,Краснодарский
-3.3,2021,Астраханская
-8.7,2021,Волгоградская
-8.4,2021,Ростовская
-5.9,2021,Севастополь
3.7,2021,
7.8,2021,Дагестан
11.3,2021,Ингушетия
0.8,2021,Кабардино-Балкарская
-1.7,2021,Карачаево-Черкесская
-1.5,2021,Северная Осетия - Алания
13.2,2021,Чеченская
-4.5,2021,Ставропольский
-7.1,2021,
-4.6,2021,Башкортостан
-5.7,2021,Марий Эл
-10.5,2021,Мордовия
-3.0,2021,Татарстан
-4.5,2021,Удмуртская
-6.8,2021,Чувашская
-5.1,2021,Пермский
-10.5,2021,Кировская
-10.9,2021,Нижегородская
-6.1,2021,Оренбургская
-11.0,2021,Пензенская
-8.2,2021,Самарская
-10.1,2021,Саратовская
-9.4,2021,Ульяновская
-3.1,2021,
-9.0,2021,Курганская
-5.6,2021,Свердловская
4.0,2021,Ханты-Мансийский Автономный Округ - Югра
7.2,2021,Ненецкий
-0.5,2021,Тюменская
-5.1,2021,Челябинская
-5.4,2021,
1.1,2021,Алтай
11.4,2021,Тыва
-4.0,2021,Хакасия
-8.4,2021,Алтайский
-4.4,2021,Красноярский
-4.2,2021,Иркутская
-7.4,2021,Кемеровская Область-Кузбасс
-5.3,2021,Новосибирская
-6.4,2021,Омская
-5.0,2021,Томская
-3.8,2021,
-0.8,2021,Бурятия
3.0,2021,Саха /Якутия/
-3.3,2021,Забайкальский
-3.6,2021,Камчатский
-6.9,2021,Приморский
-5.0,2021,Хабаровский
-7.7,2021,Амурская
-4.5,2021,Магаданская
-3.0,2021,Саха /Якутия/
-4.8,2021,Еврейская
2.6,2021,Чукотский
-6.0,2021,
-8.0,2021,
-8.2,2021,Белгородская
-12.2,2021,Брянская
-12.7,2021,Владимирская
-9.8,2021,Воронежская
-11.3,2021,Ивановская
-10.0,2021,Калужская
-10.0,2021,Костромская
-12.4,2021,Курская
-11.2,2021,Липецкая
-6.5,2021,Московская
-12.6,2021,Орловская
-12.6,2021,Рязанская
-12.5,2021,Смоленская
-12.5,2021,Тамбовская
-13.5,2021,Тверская
-13.3,2021,Тульская
-10.5,2021,Ярославская
-3.8,2021,Москва
-7.8,2021,
-11.1,2021,Карелия
-5.2,2021,Коми
2.1,2021,Ненецкий
-8.6,2021,Архангельская
-8.3,2021,Вологодская
-5.5,2021,Калининградская
-10.1,2021,Ленинградская
-6.8,2021,Мурманская
-13.3,2021,Новгородская
-12.6,2021,Псковская
-6.0,2021,Санкт-Петербург
-6.9,2021,
-5.1,2021,Адыгея
-2.6,2021,Калмыкия
-7.8,2021,Крым
-5.4,2021,Краснодарский
-4.0,2021,Астраханская
-8.9,2021,Волгоградская
-8.4,2021,Ростовская
-5.9,2021,Севастополь
3.8,2021,
7.9,2021,Дагестан
11.5,2021,Ингушетия
1.3,2021,Кабардино-Балкарская
-1.6,2021,Карачаево-Черкесская
-1.3,2021,Северная Осетия - Алания
13.4,2021,Чеченская
-4.3,2021,Ставропольский
-7.2,2021,
-4.6,2021,Башкортостан
-6.2,2021,Марий Эл
-10.5,2021,Мордовия
-3.2,2021,Татарстан
-4.5,2021,Удмуртская
-6.9,2021,Чувашская
-5.3,2021,Пермский
-10.5,2021,Кировская
-11.0,2021,Нижегородская
-6.3,2021,Оренбургская
-11.3,2021,Пензенская
-7.8,2021,Самарская
-10.2,2021,Саратовская
-9.4,2021,Ульяновская
-3.3,2021,
-9.2,2021,Курганская
-5.9,2021,Свердловская
4.0,2021,Ханты-Мансийский Автономный Округ - Югра
7.0,2021,Ненецкий
-0.7,2021,Тюменская
-5.2,2021,Челябинская
-6.2,2021,
0.3,2021,Алтай
11.0,2021,Тыва
-4.5,2021,Хакасия
-8.9,2021,Алтайский
-5.2,2021,Красноярский
-5.5,2021,Иркутская
-8.4,2021,Кемеровская Область-Кузбасс
-6.5,2021,Новосибирская
-6.7,2021,Омская
-5.2,2021,Томская
-4.2,2021,
-1.9,2021,Бурятия
3.0,2021,Саха /Якутия/
-3.6,2021,Забайкальский
-4.2,2021,Камчатский
-7.3,2021,Приморский
-5.3,2021,Хабаровский
-7.5,2021,Амурская
-5.2,2021,Магаданская
-3.8,2021,Саха /Якутия/
-5.4,2021,Еврейская
1.9,2021,Чукотский
-6.1,2021,
-7.8,2021,
-8.0,2021,Белгородская
-12.0,2021,Брянская
-12.7,2021,Владимирская
-9.7,2021,Воронежская
-11.1,2021,Ивановская
-9.8,2021,Калужская
-10.0,2021,Костромская
-12.0,2021,Курская
-11.2,2021,Липецкая
-6.3,2021,Московская
-12.2,2021,Орловская
-12.6,2021,Рязанская
-12.2,2021,Смоленская
-12.3,2021,Тамбовская
-13.2,2021,Тверская
-13.1,2021,Тульская
-10.4,2021,Ярославская
-3.4,2021,Москва
-7.6,2021,
-10.9,2021,Карелия
-5.9,2021,Коми
1.6,2021,Ненецкий
-8.8,2021,Архангельская
-8.1,2021,Вологодская
-5.5,2021,Калининградская
-10.1,2021,Ленинградская
-7.1,2021,Мурманская
-13.1,2021,Новгородская
-12.3,2021,Псковская
-5.7,2021,Санкт-Петербург
-7.1,2021,
-5.1,2021,Адыгея
-3.3,2021,Калмыкия
-7.9,2021,Крым
-5.7,2021,Краснодарский
-4.9,2021,Астраханская
-9.6,2021,Волгоградская
-8.5,2021,Ростовская
-5.8,2021,Севастополь
3.9,2021,
7.9,2021,Дагестан
11.9,2021,Ингушетия
1.6,2021,Кабардино-Балкарская
-1.5,2021,Карачаево-Черкесская
-1.2,2021,Северная Осетия - Алания
13.8,2021,Чеченская
-4.6,2021,Ставропольский
-7.3,2021,
-5.0,2021,Башкортостан
-6.4,2021,Марий Эл
-10.2,2021,Мордовия
-3.4,2021,Татарстан
-4.7,2021,Удмуртская
-7.0,2021,Чувашская
-5.9,2021,Пермский
-10.6,2021,Кировская
-10.8,2021,Нижегородская
-6.8,2021,Оренбургская
-11.3,2021,Пензенская
-7.9,2021,Самарская
-10.4,2021,Саратовская
-9.5,2021,Ульяновская
-3.9,2021,
-9.7,2021,Курганская
-6.5,2021,Свердловская
3.7,2021,Ханты-Мансийский Автономный Округ - Югра
6.5,2021,Ненецкий
-1.3,2021,Тюменская
-5.6,2021,Челябинская
-6.5,2021,
0.0,2021,Алтай
10.8,2021,Тыва
-4.7,2021,Хакасия
-9.3,2021,Алтайский
-5.6,2021,Красноярский
-5.6,2021,Иркутская
-8.9,2021,Кемеровская Область-Кузбасс
-6.6,2021,Новосибирская
-7.3,2021,Омская
-5.4,2021,Томская
-4.3,2021,
-1.7,2021,Бурятия
2.8,2021,Саха /Якутия/
-3.4,2021,Забайкальский
-4.4,2021,Камчатский
-7.7,2021,Приморский
-5.7,2021,Хабаровский
-7.5,2021,Амурская
-5.9,2021,Магаданская
-4.1,2021,Саха /Якутия/
-6.3,2021,Еврейская
0.8,2021,Чукотский
-6.2,2021,
-7.7,2021,
-8.0,2021,Белгородская
-11.8,2021,Брянская
-12.8,2021,Владимирская
-10.0,2021,Воронежская
-11.1,2021,Ивановская
-9.8,2021,Калужская
-10.5,2021,Костромская
-12.1,2021,Курская
-11.4,2021,Липецкая
-6.1,2021,Московская
-12.1,2021,Орловская
-12.7,2021,Рязанская
-12.3,2021,Смоленская
-12.2,2021,Тамбовская
-13.2,2021,Тверская
-13.0,2021,Тульская
-10.6,2021,Ярославская
-3.0,2021,Москва
-7.7,2021,
-11.2,2021,Карелия
-6.4,2021,Коми
1.6,2021,Ненецкий
-9.1,2021,Архангельская
-8.3,2021,Вологодская
-5.7,2021,Калининградская
-10.0,2021,Ленинградская
-7.2,2021,Мурманская
-13.4,2021,Новгородская
-12.5,2021,Псковская
-5.6,2021,Санкт-Петербург
-7.3,2021,
-5.2,2021,Адыгея
-3.6,2021,Калмыкия
-8.0,2021,Крым
-5.9,2021,Краснодарский
-5.2,2021,Астраханская
-9.9,2021,Волгоградская
-8.8,2021,Ростовская
-5.8,2021,Севастополь
4.0,2021,
8.0,2021,Дагестан
11.9,2021,Ингушетия
1.7,2021,Кабардино-Балкарская
-1.5,2021,Карачаево-Черкесская
-1.3,2021,Северная Осетия - Алания
14.2,2021,Чеченская
-4.5,2021,Ставропольский
-7.6,2021,
-5.5,2021,Башкортостан
-6.3,2021,Марий Эл
-10.6,2021,Мордовия
-3.7,2021,Татарстан
-5.0,2021,Удмуртская
-7.1,2021,Чувашская
-6.3,2021,Пермский
-10.7,2021,Кировская
-10.7,2021,Нижегородская
-7.6,2021,Оренбургская
-11.4,2021,Пензенская
-8.1,2021,Самарская
-10.6,2021,Саратовская
-9.6,2021,Ульяновская
-4.0,2021,
-9.9,2021,Курганская
-6.7,2021,Свердловская
3.7,2021,Ханты-Мансийский Автономный Округ - Югра
6.5,2021,Ненецкий
-1.4,2021,Тюменская
-6.1,2021,Челябинская
-6.6,2021,
0.2,2021,Алтай
11.1,2021,Тыва
-4.8,2021,Хакасия
-9.5,2021,Алтайский
-5.7,2021,Красноярский
-5.6,2021,Иркутская
-8.9,2021,Кемеровская Область-Кузбасс
-6.5,2021,Новосибирская
-7.4,2021,Омская
-5.6,2021,Томская
-4.3,2021,
-1.4,2021,Бурятия
2.7,2021,Саха /Якутия/
-3.4,2021,Забайкальский
-4.4,2021,Камчатский
-7.5,2021,Приморский
-5.7,2021,Хабаровский
-7.5,2021,Амурская
-5.9,2021,Магаданская
-4.2,2021,Саха /Якутия/
-6.6,2021,Еврейская
0.2,2021,Чукотский
-6.6,2021,
-8.1,2021,
-9.1,2021,Белгородская
-12.0,2021,Брянская
-13.4,2021,Владимирская
-11.4,2021,Воронежская
-12.1,2021,Ивановская
-10.3,2021,Калужская
-11.6,2021,Костромская
-12.5,2021,Курская
-12.4,2021,Липецкая
-6.3,2021,Московская
-12.3,2021,Орловская
-13.6,2021,Рязанская
-12.8,2021,Смоленская
-12.8,2021,Тамбовская
-13.4,2021,Тверская
-13.2,2021,Тульская
-11.3,2021,Ярославская
-3.1,2021,Москва
-7.8,2021,
-11.5,2021,Карелия
-6.7,2021,Коми
0.9,2021,Ненецкий
-9.6,2021,Архангельская
-8.6,2021,Вологодская
